category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,engine_tokens,interchange_signal,confidence_gate,required_verification
421,Engine Mounting Cooling,FUEL TANK,42075O*C,HOSE-FUEL,42162AA210,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42025B,PACKING-FUEL PUMP,42060AA070,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062*B,PIPE-AIR VENTILATOR,42123FA050,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*C,CLAMP-HOSE,742038300,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062B,PIPE-RETURN,42125AA031,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42062A*A,PIPE-DELIVERY,42124AA031,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42043*B,CUSHION-FUEL TANK,42031AA120,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,09513E085,FUEL HOSE,09513E085,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
421,Engine Mounting Cooling,FUEL TANK,42062*A,PIPE-AIR VENTILATOR,42123FA021,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075A*B,HOSE-RETURN,42162AA410,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*A,CLAMP-HOSE,42038AA300,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42043*A,CUSHION-FUEL TANK,42031AA100,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42075O*A,HOSE-FUEL,42162AA060,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42057,PLATE-ROLL OVER VALVE,42063AC000,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42004,CLIP,42154AA050,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42084I,VALVE-FUEL CUT,42084AC010,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42025C,PACKING-VALVE,42060AC000,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42004D,"CLIP,CABLE",42154AA020,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,0951BG160,FUEL HOSE,0951BG160,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
421,Engine Mounting Cooling,FUEL TANK,42075T,HOSE-AIR BREATHER,42162AA070,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037C*B,CLAMP-HOSE,42038AA170,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,W18601,CLIP,909186010,03,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,092310503,HOSE CLAMP,092310503,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
421,Engine Mounting Cooling,FUEL TANK,42008Q,PACKING-FUEL UNIT,85125AA000,01,02.1997 - 11.1998,F4W.(EJ20E+EJ25D),,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42081A,METER UNIT ASSEMBLY-FUEL SUB,85111AC012,02,02.1997 - 11.1998,F4W.(EJ20E+EJ25D),,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42010,TANK COMPLETE-FUEL,42120AC070,01,02.1997 - 11.1998,EJ20E.A/S +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42072,FILTER-FUEL TANK,42072AA120,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*D,CLAMP-PIPE,42038FA010,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.4,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*C,CLAMP-PIPE,42038AA110,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.2,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*A,CLAMP-PIPE,42038AA190,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*B,CLAMP-PIPE,42038AA100,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
440,Engine Mounting Cooling,EXHAUST,010108200,FLANGE BOLT-PILOT,010108200,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
440,Engine Mounting Cooling,EXHAUST,22690,SENSOR ASSEMBLY-OXYGEN,22690AA341,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,22691,BRACKET-OXYGEN SENSOR,22691AA280,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44102,EXHAUST PIPE ASSEMBLY-CENTER RIGHT,44102AC140,01,02.1997 - 11.1998,EJ25D,E* K4,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44102,EXHAUST PIPE ASSEMBLY-CENTER RIGHT,44102AC180,01,02.1997 - 11.1998,EJ25D,KS KO,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,01041020G,FLANGE BOLT,01041020G,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
440,Engine Mounting Cooling,EXHAUST,44104,"JOINT PIPE ASSEMBLY-EXHAUST,FRONT",44104AC050,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,023706006,FLANGE NUT,023706006,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
440,Engine Mounting Cooling,EXHAUST,44131H,COVER COMPLETE-CENTER EXHAUST UPPER,44131AA750,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44121D*D,BRACKET-EXHAUST PIPE HANGER,44021AC160,01,02.1997 - 11.1998,EJ25D,NO.2,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44284A,GASKET,44165FA000,02,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44186*B,FLANGE BOLT-EXHAUST PIPE,44059AA030,04,02.1997 - 11.1998,EJ25D,NO.2,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
440,Engine Mounting Cooling,EXHAUST,44131B,COVER COMPLETE-FRONT EXHAUST RIGHT UPP,44132AC650,01,02.1997 - 11.1998,EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
